Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
cornwerd;Cornwerd;2305;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
dearsum;Dearsum;2526;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
dedgum;Dedgum;2306;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
exmorra;Exmorra;2307;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
ferwoude;Ferwoude;2308;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
folsgare;Folsgare;2402;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
gaast;Gaast;2309;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
gaastmeer;Gaastmeer;2403;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
gauw;Gauw;2404;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
goënga;Goënga;2405;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
gonga;Goënga;2405;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
goenga;Goënga;2405;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
greonterp;Greonterp;2406;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hartwerd;Hartwerd;2310;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
heeg;Heeg;2407;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hemelum;Hemelum;1970;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hichtum;Hichtum;2311;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hieslum;Hieslum;2312;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hindeloopen;Hindeloopen;1968;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
hommerts;Hommerts;2408;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
ijlst;IJlst;2410;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
ylst;IJlst;2410;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
idsegahuizum;Idsegahuizum;2313;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
idzega;Idzega;2409;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
indijk;Indijk;2411;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
indyk;Indijk;2411;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
it heidenskip;It Heidenskip;1973;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
jutrijp;Jutrijp;2412;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
jutryp;Jutrijp;2412;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
kimswerd;Kimswerd;2314;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
kornwerderzand;Kornwerderzand;2315;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
koudum;Koudum;1966;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
koufurderrige;Koufurderrige;2413;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
lollum;Lollum;2316;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
longerhouw;Longerhouw;2317;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
loënga;Loënga;3505;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
longa;Loënga;3505;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
loenga;Loënga;3505;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
makkum;Makkum;2318;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
molkwerum;Molkwerum;1967;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
nijhuizum;Nijhuizum;1972;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
nyhuizum;Nijhuizum;1972;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
nijland;Nijland;2414;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
nyland;Nijland;2414;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
offingawier;Offingawier;3506;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
oosthem;Oosthem;2415;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
oppenhuizen;Oppenhuizen;2416;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
parrega;Parrega;2319;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
piaam;Piaam;2320;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
pingjum;Pingjum;2321;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
poppenwier;Poppenwier;2533;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
raerd;Raerd;2534;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
sandfirden;Sandfirden;2418;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
scharnegoutum;Scharnegoutum;2419;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
schettens;Schettens;2322;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
schraard;Schraard;2323;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
sibrandabuorren;Sibrandabuorren;2536;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
smallebrugge;Smallebrugge;2420;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
sneek;Sneek;3504;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
stavoren;Stavoren;1969;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
súdwest-fryslân;Súdwest-Fryslân;;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
sdwest frysln;Súdwest-Fryslân;;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
sudwest-fryslan;Súdwest-Fryslân;;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
tersoal;Tersoal;2538;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
tirns;Tirns;3591;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
tjalhuizum;Tjalhuizum;2422;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
tjerkwerd;Tjerkwerd;2324;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
uitwellingerga;Uitwellingerga;2423;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
warns;Warns;1971;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
westhem;Westhem;2424;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
witmarsum;Witmarsum;2325;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
wolsum;Wolsum;2425;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
wons;Wons;2326;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
workum;Workum;1965;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
woudsend;Woudsend;2426;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
ypecolsga;Ypecolsga;2427;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
ysbrechtum;Ysbrechtum;3592;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
zurich;Zurich;2327;Súdwest-Fryslân;GM1900;Friesland;PV21;Noord-Nederland;LD01
garmerwolde;Garmerwolde;1831;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
lellens;Lellens;1835;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
sint annen;Sint Annen;1834;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
ten boer;Ten Boer;1829;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
ten post;Ten Post;1830;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
thesinge;Thesinge;1832;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
winneweer;Winneweer;1836;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
woltersum;Woltersum;1833;Ten Boer;GM0009;Groningen;PV20;Noord-Nederland;LD01
axel;Axel;1128;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
hoek;Hoek;1130;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
koewacht;Koewacht;1131;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
overslag;Overslag;1132;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
philippine;Philippine;1133;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
sas van gent;Sas van Gent;1134;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
sluiskil;Sluiskil;1135;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
spui;Spui;1136;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
terneuzen;Terneuzen;1137;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
westdorpe;Westdorpe;1138;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
zaamslag;Zaamslag;1139;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
zuiddorpe;Zuiddorpe;1140;Terneuzen;GM0715;Zeeland;PV29;West-Nederland;LD03
baaiduinen;Baaiduinen;2621;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
formerum;Formerum;2617;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
hee;Hee;2623;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
hoorn;Hoorn;2615;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
kaard;Kaard;2622;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
kinnum;Kinnum;2624;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
landerum;Landerum;2618;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
lies;Lies;2616;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
midsland;Midsland;2619;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
oosterend;Oosterend;2614;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
striep;Striep;2620;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
terschelling;Terschelling;;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
teschelling;Terschelling;;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
west-terschelling;West-Terschelling;2625;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
west terschelling;West-Terschelling;2625;Terschelling;GM0093;Friesland;PV21;Noord-Nederland;LD01
de cocksdorp;De Cocksdorp;2737;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
de koog;De Koog;2738;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
de waal;De Waal;2739;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
den burg;Den Burg;2740;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
den hoorn;Den Hoorn;2741;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
oosterend;Oosterend;2742;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
oudeschild;Oudeschild;2743;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
texel;Texel;;Texel;GM0448;Noord-Holland;PV27;West-Nederland;LD03
sassenheim;Sassenheim;2003;Teylingen;GM1525;Zuid-Holland;PV28;West-Nederland;LD03
teylingen;Teylingen;;Teylingen;GM1525;Zuid-Holland;PV28;West-Nederland;LD03
voorhout;Voorhout;2004;Teylingen;GM1525;Zuid-Holland;PV28;West-Nederland;LD03
warmond;Warmond;3542;Teylingen;GM1525;Zuid-Holland;PV28;West-Nederland;LD03
oud-vossemeer;Oud-Vossemeer;2077;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
oud vossemeer;Oud-Vossemeer;2077;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
poortvliet;Poortvliet;2072;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
scherpenisse;Scherpenisse;2073;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint philipsland;Sint Philipsland;2078;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint-annaland;Sint-Annaland;2076;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint annaland;Sint-Annaland;2076;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint-maartensdijk;Sint-Maartensdijk;2074;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint-maartensdyk;Sint-Maartensdijk;2074;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint maartensdijk;Sint-Maartensdijk;2074;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
sint maartensdyk;Sint-Maartensdijk;2074;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
stavenisse;Stavenisse;2075;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
tholen;Tholen;2071;Tholen;GM0716;Zeeland;PV29;West-Nederland;LD03
kapel avezaath;Kapel Avezaath;2560;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
kerk avezaath;Kerk Avezaath;2561;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
tiel;Tiel;3601;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
wadenoijen;Wadenoijen;2559;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
wadenoyen;Wadenoijen;2559;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
zennewijnen;Zennewijnen;2558;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
zennewynen;Zennewijnen;2558;Tiel;GM0281;Gelderland;PV25;Oost-Nederland;LD02
berkel-enschot;Berkel-Enschot;1044;Tilburg;GM0855;Noord-Brabant;PV30;Zuid-Nederland;LD04
berkel enschot;Berkel-Enschot;1044;Tilburg;GM0855;Noord-Brabant;PV30;Zuid-Nederland;LD04
tilburg;Tilburg;1043;Tilburg;GM0855;Noord-Brabant;PV30;Zuid-Nederland;LD04
udenhout;Udenhout;1045;Tilburg;GM0855;Noord-Brabant;PV30;Zuid-Nederland;LD04
albergen;Albergen;1283;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
fleringen;Fleringen;1284;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
geesteren;Geesteren;1285;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
harbrinkhoek;Harbrinkhoek;1287;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
hezingen;Hezingen;1288;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
langeveen;Langeveen;1289;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
mander;Mander;1290;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
manderveen;Manderveen;1291;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
mariaparochie;Mariaparochie;1292;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
reutum;Reutum;1293;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
tubbergen;Tubbergen;1294;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
vasse;Vasse;1295;Tubbergen;GM0183;Overijssel;PV23;Oost-Nederland;LD02
bruinehaar;Bruinehaar;3320;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
den ham;Den Ham;3321;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
geerdijk;Geerdijk;3322;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
geerdyk;Geerdijk;3322;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
kloosterhaar;Kloosterhaar;3323;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
twenterand;Twenterand;;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
vriezenveen;Vriezenveen;3325;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
vroomshoop;Vroomshoop;3326;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar-vriezenveensewijk;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar-vriezenveensewyk;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar vriezenveensewijk;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar vriezenveensewyk;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar-vriezenveensewijck;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
westerhaar vriezenveensewijck;Westerhaar-Vriezenveensewijk;3327;Twenterand;GM1700;Overijssel;PV23;Oost-Nederland;LD02
bunne;Bunne;2914;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
de groeve;De Groeve;2924;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
de punt;De Punt;2915;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
donderen;Donderen;2916;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
eelde;Eelde;2909;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
eelderwolde;Eelderwolde;2911;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
midlaren;Midlaren;2926;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
oudemolen;Oudemolen;2917;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
paterswolde;Paterswolde;2910;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
taarlo;Taarlo;2918;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
tynaarlo;Tynaarlo;2919;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
vries;Vries;2912;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
winde;Winde;2920;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
yde;Yde;2921;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
zeegse;Zeegse;2922;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
zeijen;Zeijen;2923;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
zeyen;Zeijen;2923;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
zuidlaarderveen;Zuidlaarderveen;2925;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
zuidlaren;Zuidlaren;2913;Tynaarlo;GM1730;Drenthe;PV22;Noord-Nederland;LD01
aldtsjerk;Aldtsjerk;2441;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
burgum;Burgum;2451;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
earnewâld;Earnewâld;2456;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
earnewld;Earnewâld;2456;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
earnewald;Earnewâld;2456;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
eastermar;Eastermar;2454;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
garyp;Garyp;2455;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
gytsjerk;Gytsjerk;2444;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
hurdegaryp;Hurdegaryp;2449;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
jistrum;Jistrum;2452;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
mûnein;Mûnein;2446;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
mnein;Mûnein;2446;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
munein;Mûnein;2446;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
noardburgum;Noardburgum;2450;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
oentsjerk;Oentsjerk;2443;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
ryptsjerk;Ryptsjerk;2445;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
sumar;Sumar;2453;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
suwâld;Suwâld;2448;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
suwld;Suwâld;2448;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
suwald;Suwâld;2448;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
tytsjerk;Tytsjerk;2447;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
tytsjerksteradiel;Tytsjerksteradiel;;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
wyns;Wyns;2442;Tytsjerksteradiel;GM0737;Friesland;PV21;Noord-Nederland;LD01
odiliapeel;Odiliapeel;1849;Uden;GM0856;Noord-Brabant;PV30;Zuid-Nederland;LD04
uden;Uden;1847;Uden;GM0856;Noord-Brabant;PV30;Zuid-Nederland;LD04
volkel;Volkel;1848;Uden;GM0856;Noord-Brabant;PV30;Zuid-Nederland;LD04
uitgeest;Uitgeest;2755;Uitgeest;GM0450;Noord-Holland;PV27;West-Nederland;LD03
de kwakel;De Kwakel;3539;Uithoorn;GM0451;Noord-Holland;PV27;West-Nederland;LD03
uithoorn;Uithoorn;2062;Uithoorn;GM0451;Noord-Holland;PV27;West-Nederland;LD03
urk;Urk;2143;Urk;GM0184;Flevoland;PV24;Oost-Nederland;LD02
de meern;De Meern;3297;Utrecht;GM0344;Utrecht;PV26;West-Nederland;LD03
haarzuilens;Haarzuilens;3298;Utrecht;GM0344;Utrecht;PV26;West-Nederland;LD03
utrecht;Utrecht;3295;Utrecht;GM0344;Utrecht;PV26;West-Nederland;LD03
vleuten;Vleuten;3296;Utrecht;GM0344;Utrecht;PV26;West-Nederland;LD03
amerongen;Amerongen;3337;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
doorn;Doorn;3339;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
driebergen-rijsenburg;Driebergen-Rijsenburg;3335;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
driebergen-rysenburg;Driebergen-Rijsenburg;3335;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
driebergen rijsenburg;Driebergen-Rijsenburg;3335;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
driebergen rysenburg;Driebergen-Rijsenburg;3335;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
leersum;Leersum;3587;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
maarn;Maarn;3340;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
maarsbergen;Maarsbergen;3341;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
overberg;Overberg;3588;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
utrechtse heuvelrug;Utrechtse Heuvelrug;;Utrechtse Heuvelrug;GM1581;Utrecht;PV26;West-Nederland;LD03
lemiers;Lemiers;1430;Vaals;GM0981;Limburg;PV31;Zuid-Nederland;LD04
vaals;Vaals;1429;Vaals;GM0981;Limburg;PV31;Zuid-Nederland;LD04
vijlen;Vijlen;1431;Vaals;GM0981;Limburg;PV31;Zuid-Nederland;LD04
vylen;Vijlen;1431;Vaals;GM0981;Limburg;PV31;Zuid-Nederland;LD04
berg en terblijt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
berg en terblyt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
berg & terblijt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
berg & terblyt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
berg&terblijt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
berg&terblyt;Berg en Terblijt;1716;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
schin op geul;Schin op Geul;1717;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
valkenburg;Valkenburg;1718;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
valkenburg aan de geul;Valkenburg aan de Geul;;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
valkenburg ad geul;Valkenburg aan de Geul;;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
valkenburg a/d geul;Valkenburg aan de Geul;;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
walem;Walem;1719;Valkenburg aan de Geul;GM0994;Limburg;PV31;Zuid-Nederland;LD04
valkenswaard;Valkenswaard;1100;Valkenswaard;GM0858;Noord-Brabant;PV30;Zuid-Nederland;LD04
veendam;Veendam;1240;Veendam;GM0047;Groningen;PV20;Noord-Nederland;LD01
wildervank;Wildervank;1241;Veendam;GM0047;Groningen;PV20;Noord-Nederland;LD01
veenendaal;Veenendaal;2048;Veenendaal;GM0345;Utrecht;PV26;West-Nederland;LD03
veenendael;Veenendaal;2048;Veenendaal;GM0345;Utrecht;PV26;West-Nederland;LD03
aagtekerke;Aagtekerke;2774;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
biggekerke;Biggekerke;2775;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
domburg;Domburg;2776;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
gapinge;Gapinge;2777;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
grijpskerke;Grijpskerke;2778;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
grypskerke;Grijpskerke;2778;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
